"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.84","","","","2"
"2013","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.82","","","","2"
"2014","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.84","","","","2"
"2015","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.85","","","","2"
"2016","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.84","","","","2"
"2017","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.80","","","","2"
"2018","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.84","","","","2"
"2019","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.83","","","","2"
"2020","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.85","","","","2"
"2021","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in education, law and social, community and government services [4]","Females","25 to 54 years","Ratio","271","units","0","v1063671021","7.6.2.21.3.3","0.85","","","","2"
"1997","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.89","","","","2"
"1998","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.96","","","","2"
"1999","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.91","","","","2"
"2000","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.91","","","","2"
"2001","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.95","","","","2"
"2002","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.91","","","","2"
"2003","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","1.03","","","","2"
"2004","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.87","","","","2"
"2005","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.93","","","","2"
"2006","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.94","","","","2"
"2007","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.87","","","","2"
"2008","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","1.04","","","","2"
"2009","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.94","","","","2"
"2010","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.86","","","","2"
"2011","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.97","","","","2"
"2012","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.89","","","","2"
"2013","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.92","","","","2"
"2014","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.98","","","","2"
"2015","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.96","","","","2"
"2016","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.95","","","","2"
"2017","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.94","","","","2"
"2018","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.95","","","","2"
"2019","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.89","","","","2"
"2020","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","1.00","","","","2"
"2021","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in art, culture, recreation and sport [5]","Females","25 to 54 years","Ratio","271","units","0","v1063671093","7.6.2.27.3.3","0.96","","","","2"
"1997","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.80","","","","2"
"1998","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.80","","","","2"
"1999","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.79","","","","2"
"2000","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.76","","","","2"
"2001","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.75","","","","2"
"2002","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.78","","","","2"
"2003","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.79","","","","2"
"2004","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.80","","","","2"
"2005","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.76","","","","2"
"2006","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.80","","","","2"
"2007","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.80","","","","2"
"2008","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.80","","","","2"
"2009","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.80","","","","2"
"2010","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.81","","","","2"
"2011","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.83","","","","2"
"2012","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.84","","","","2"
"2013","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.83","","","","2"
"2014","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.82","","","","2"
"2015","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.79","","","","2"
"2016","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.83","","","","2"
"2017","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.84","","","","2"
"2018","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.88","","","","2"
"2019","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.90","","","","2"
"2020","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.87","","","","2"
"2021","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Sales and service occupations [6]","Females","25 to 54 years","Ratio","271","units","0","v1063671129","7.6.2.30.3.3","0.90","","","","2"
"1997","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.77","","","","2"
"1998","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.71","","","","2"
"1999","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.70","","","","2"
"2000","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.77","","","","2"
"2001","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.73","","","","2"
"2002","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.74","","","","2"
"2003","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.74","","","","2"
"2004","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.72","","","","2"
"2005","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.70","","","","2"
"2006","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.77","","","","2"
"2007","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.72","","","","2"
"2008","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.73","","","","2"
"2009","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.76","","","","2"
"2010","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.79","","","","2"
"2011","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.78","","","","2"
"2012","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.77","","","","2"
"2013","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.75","","","","2"
"2014","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.77","","","","2"
"2015","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.70","","","","2"
"2016","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.75","","","","2"
"2017","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.74","","","","2"
"2018","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.76","","","","2"
"2019","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.80","","","","2"
"2020","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.71","","","","2"
"2021","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","25 to 54 years","Ratio","271","units","0","v1063671213","7.6.2.37.3.3","0.78","","","","2"
"1997","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.63","","","","2"
"1998","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.69","","","","2"
"1999","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.60","","","","2"
"2000","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.67","","","","2"
"2001","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.60","","","","2"
"2002","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.58","","","","2"
"2003","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.64","","","","2"
"2004","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.66","","","","2"
"2005","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.68","","","","2"
"2006","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.76","","","","2"
"2007","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.75","","","","2"
"2008","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.84","","","","2"
"2009","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.80","","","","2"
"2010","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.77","","","","2"
"2011","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.75","","","","2"
"2012","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.71","","","","2"
"2013","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.67","","","","2"
"2014","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.76","","","","2"
"2015","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.72","","","","2"
"2016","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.70","","","","2"
"2017","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.78","","","","2"
"2018","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.76","","","","2"
"2019","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.80","","","","2"
"2020","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.80","","","","2"
"2021","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","25 to 54 years","Ratio","271","units","0","v1063671285","7.6.2.43.3.3","0.83","","","","2"
"1997","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.71","","","","2"
"1998","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.70","","","","2"
"1999","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.70","","","","2"
"2000","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.71","","","","2"
"2001","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.70","","","","2"
"2002","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.72","","","","2"
"2003","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.72","","","","2"
"2004","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.71","","","","2"
"2005","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.72","","","","2"
"2006","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.70","","","","2"
"2007","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.71","","","","2"
"2008","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.69","","","","2"
"2009","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.74","","","","2"
"2010","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.74","","","","2"
"2011","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.76","","","","2"
"2012","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.75","","","","2"
"2013","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.74","","","","2"
"2014","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.75","","","","2"
"2015","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.77","","","","2"
"2016","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.76","","","","2"
"2017","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.77","","","","2"
"2018","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.79","","","","2"
"2019","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.82","","","","2"
"2020","Ontario","2016A000235","Average hourly gender wage ratio","Full-time employees","Occupations in manufacturing and utilities [9]","Females","25 to 54 years","Ratio","271","units","0","v1063671333","7.6.2.47.3.3","0.76","","","","2"
